COMPETITOR,January,February,March,April,May,June,July,August,September,October,November,December,Year
Competitor-66,1.969,1.629,2.379,2.599,3.079,3.269,2.829,2.629,2.699,2.469,1.399,1.449,2017
Competitor-67,1.499,1.639,2.479,3.219,2.889,3.509,3.429,2.949,2.329,1.979,1.889,1.609,2017
Competitor-68,1.859,1.939,2.809,2.719,3.319,3.449,3.279,3.169,1.699,1.539,2.079,2.369,2017
Competitor-69,1.519,2.739,3.379,3.299,3.059,3.249,2.699,2.339,2.079,2.289,2.299,2.579,2017
Competitor-70,2.629,1.549,3.279,3.129,2.369,3.059,3.329,2.699,1.759,2.179,2.039,2.489,2017
Competitor-71,2.669,1.719,3.149,2.529,2.419,3.039,3.179,2.409,1.879,1.339,2.539,1.569,2017
Competitor-72,1.889,1.329,2.289,2.639,3.119,2.479,3.039,2.479,1.739,2.649,2.199,1.589,2017
Competitor-73,2.509,1.869,3.319,3.079,2.459,3.469,3.089,2.579,2.699,1.599,2.259,1.639,2017
Competitor-74,1.709,2.169,3.209,2.939,3.519,2.779,2.479,3.189,2.269,1.609,2.269,2.619,2017
Competitor-75,2.169,2.349,2.659,3.229,2.899,2.979,3.199,2.239,1.549,1.869,1.989,1.799,2017
Competitor-76,1.959,1.589,3.399,2.809,2.949,3.199,3.029,3.269,2.669,2.179,1.819,1.629,2017
Competitor-77,1.979,2.559,2.609,2.689,3.369,2.299,2.699,3.049,1.569,2.249,1.819,1.469,2017
Competitor-78,2.569,1.719,3.359,3.069,3.429,3.189,3.189,3.139,2.769,1.759,2.589,1.819,2017
Competitor-79,2.289,2.759,3.189,3.519,3.279,2.929,3.349,2.569,1.509,2.819,2.269,1.849,2017
Competitor-80,1.749,1.849,3.169,2.869,2.969,2.579,3.409,2.249,2.349,2.479,1.759,2.769,2017
Competitor-81,2.809,1.699,3.399,2.799,2.909,2.319,2.369,3.469,1.709,2.079,1.439,1.489,2017
Competitor-82,2.219,2.509,2.849,2.269,2.579,2.369,2.789,2.249,1.359,1.559,2.479,1.639,2017
Competitor-83,2.019,2.479,2.829,3.369,3.199,3.439,2.819,3.029,2.549,2.489,2.219,1.809,2017
Competitor-84,2.579,1.489,3.189,2.759,3.299,2.399,3.439,2.649,2.319,2.709,2.759,2.289,2017
Competitor-85,1.469,2.169,2.959,2.759,3.039,3.519,2.929,3.519,2.109,2.789,2.699,1.789,2017
Competitor-86,2.469,1.519,2.449,2.469,2.779,2.309,3.119,2.809,2.099,1.359,2.489,2.319,2017
Competitor-87,1.789,1.869,2.849,2.959,2.539,2.919,3.109,3.069,2.809,2.609,2.229,1.769,2017
Competitor-88,1.879,1.709,3.189,3.069,2.949,2.719,2.369,2.649,2.559,1.879,2.159,1.709,2017
Competitor-89,2.179,2.249,2.639,3.139,2.259,2.239,3.259,3.319,2.599,1.449,1.819,2.009,2017
Competitor-90,1.809,2.349,3.129,2.659,2.399,3.359,2.949,3.489,1.529,1.939,2.239,1.379,2017
Competitor-91,1.539,2.789,2.309,3.049,2.439,2.499,2.449,2.889,2.609,1.409,1.509,2.789,2017
Competitor-92,1.309,1.949,3.209,3.459,2.809,3.069,3.379,2.599,1.779,2.619,2.289,2.379,2017
Competitor-93,1.619,1.649,3.059,2.479,3.019,3.239,3.349,3.189,2.399,2.289,2.629,2.479,2017
Competitor-94,2.619,1.579,2.669,2.469,2.989,2.319,3.049,3.359,2.529,2.799,1.729,2.499,2017
Competitor-95,1.579,1.409,2.639,2.619,2.859,3.509,3.289,3.389,1.549,2.109,1.919,1.749,2017
Competitor-96,2.759,2.459,3.079,3.399,2.429,2.439,2.899,2.369,2.419,2.739,1.629,2.409,2017
Competitor-97,1.359,1.789,2.919,3.359,3.239,3.489,2.979,2.689,1.619,2.449,2.069,2.089,2017
Competitor-98,2.179,1.609,2.739,2.599,2.229,3.149,2.639,3.219,2.689,2.649,2.279,1.629,2017
Competitor-99,2.169,1.769,3.069,2.899,3.429,3.509,3.339,3.129,2.539,2.439,2.779,2.649,2017
Competitor-100,2.469,2.739,3.239,2.609,3.329,2.839,2.829,2.399,2.389,2.289,2.599,1.989,2017
Competitor-101,2.079,2.359,2.819,2.699,3.449,2.999,3.299,2.299,1.749,2.619,1.489,1.999,2017
Competitor-102,1.699,1.909,2.389,2.719,2.399,3.209,2.909,2.849,2.189,2.329,1.759,1.939,2017
Competitor-103,2.669,1.639,3.059,2.659,2.949,2.229,2.939,2.809,2.009,2.329,2.559,2.679,2017
Competitor-104,1.349,2.499,2.479,2.339,2.379,3.479,2.699,3.179,2.649,1.589,2.269,2.089,2017
Competitor-105,2.269,1.519,2.379,3.119,3.279,2.959,3.009,2.539,2.339,2.349,1.699,1.549,2017
Competitor-106,2.129,2.769,3.469,3.259,3.259,2.689,3.379,2.879,2.009,2.339,2.589,1.869,2017
Competitor-107,2.419,1.909,2.399,2.719,3.069,2.229,2.869,2.739,1.809,1.559,1.669,1.739,2017
Competitor-108,2.819,1.459,3.349,3.169,2.649,3.159,2.709,2.379,2.289,1.329,1.369,2.409,2017
Competitor-109,1.539,1.339,2.719,2.949,2.579,2.529,3.219,3.339,2.169,1.459,2.759,1.799,2017
Competitor-110,2.179,1.589,3.289,3.339,2.729,2.519,2.949,3.089,1.759,2.259,1.699,1.819,2017
Competitor-111,1.519,1.419,2.289,2.339,2.939,3.049,3.529,2.469,1.359,2.029,1.589,2.419,2017
Competitor-112,2.089,2.069,2.759,3.459,3.059,2.359,2.649,3.219,2.239,1.829,2.509,1.409,2017
Competitor-113,2.359,2.119,3.139,2.879,2.759,2.699,2.259,2.879,1.939,2.239,2.309,2.389,2017
Competitor-114,1.819,1.409,2.949,3.199,2.889,3.129,2.369,2.269,1.569,1.999,2.639,2.489,2017
Competitor-115,2.129,2.589,3.189,3.239,3.089,2.729,3.379,2.999,1.959,1.469,1.359,1.339,2017
Competitor-116,1.949,1.639,2.359,2.969,2.289,3.049,3.099,2.559,1.909,2.149,1.599,1.929,2017
Competitor-117,2.619,2.009,2.999,2.659,2.339,3.179,2.739,3.419,2.079,2.789,1.949,2.719,2017
Competitor-118,2.579,2.059,3.329,2.509,2.619,2.389,2.359,3.049,2.069,2.089,1.379,2.559,2017
Competitor-119,2.749,1.859,3.269,2.549,2.469,2.239,2.249,3.439,2.449,1.899,2.449,2.619,2017
Competitor-120,1.599,2.739,2.799,2.459,2.479,2.439,2.429,2.559,2.489,2.659,2.309,2.659,2017
Competitor-121,1.399,1.989,2.499,2.419,2.969,2.939,2.569,3.019,1.809,2.409,1.549,2.389,2017
Competitor-122,1.779,1.629,2.389,3.269,3.399,2.549,2.539,2.859,1.529,2.689,1.439,2.189,2017
Competitor-123,1.559,2.049,2.819,3.389,2.899,3.159,3.449,3.029,2.449,1.599,2.469,1.529,2017
Competitor-124,1.609,1.559,3.259,2.519,3.199,3.169,3.349,2.639,1.609,2.299,1.749,2.089,2017
Competitor-125,1.489,2.299,3.149,2.569,3.309,3.089,3.089,3.439,1.779,2.419,2.299,1.579,2017
Competitor-126,1.349,2.719,2.599,2.329,2.739,2.309,3.339,2.889,2.339,2.389,1.709,2.269,2017
Competitor-127,1.429,2.479,2.639,2.449,3.209,2.849,3.049,3.399,2.449,1.959,2.769,2.589,2017
Competitor-128,2.519,1.599,2.939,3.049,2.629,3.439,3.269,2.999,1.759,2.719,1.629,2.609,2017
Competitor-129,2.469,2.419,2.639,2.909,2.819,3.289,3.239,2.679,1.339,2.189,2.709,2.679,2017
Competitor-130,2.679,2.039,2.339,3.259,2.369,2.229,3.349,2.779,1.549,2.669,2.809,1.639,2017
Competitor-131,2.649,1.789,3.389,2.599,2.279,3.079,2.269,2.949,2.249,2.349,1.719,2.419,2017
Competitor-132,1.429,2.209,3.029,2.919,3.039,3.389,2.829,3.079,2.039,1.789,2.509,1.599,2017
Competitor-133,1.629,2.259,2.299,2.769,2.909,2.389,2.669,2.669,2.249,1.989,2.019,2.009,2017
Competitor-134,1.829,1.909,3.489,2.999,2.919,2.289,2.399,3.439,1.349,2.229,2.169,1.389,2017
Competitor-135,2.179,2.009,2.669,2.639,2.749,2.619,3.309,2.489,1.639,2.119,1.729,2.609,2017
Competitor-136,1.989,1.629,2.509,2.939,2.469,2.699,3.109,3.379,1.969,2.519,1.319,2.229,2017
Competitor-137,2.469,2.169,2.499,3.079,2.839,2.619,3.129,3.379,1.559,2.489,1.999,2.699,2017
Competitor-138,1.779,2.739,3.399,3.399,2.389,3.279,2.289,2.449,2.199,1.309,2.219,2.729,2017
Competitor-139,1.829,1.709,2.709,3.429,2.779,2.759,2.779,3.439,1.969,2.079,2.009,2.049,2017
Competitor-140,1.709,2.769,3.459,2.579,2.979,2.999,2.469,2.299,2.359,2.049,2.449,2.059,2017
Competitor-141,1.459,1.629,2.819,2.559,3.289,2.429,2.419,3.059,2.719,2.719,1.989,1.319,2017
Competitor-142,1.499,1.699,3.429,2.919,2.259,3.189,2.409,2.909,2.419,2.379,1.449,2.419,2017
Competitor-143,2.609,2.539,2.949,2.439,2.849,3.399,2.319,3.169,1.969,2.269,1.399,2.559,2017
Competitor-144,2.089,2.539,2.549,2.469,2.429,3.029,3.199,2.689,1.539,2.639,2.109,1.799,2017
Competitor-145,1.399,2.649,3.189,2.459,2.259,2.529,3.339,2.379,1.969,2.709,2.279,2.549,2017
Competitor-146,2.039,2.749,2.649,3.259,3.429,3.199,3.119,2.929,1.509,2.209,2.549,2.279,2017
Competitor-147,2.079,1.719,2.879,3.159,2.359,2.239,3.199,2.329,2.219,2.669,1.369,1.999,2017
Competitor-148,1.559,2.089,2.809,2.339,2.699,2.669,3.239,3.129,1.659,2.289,1.819,1.369,2017
Competitor-149,2.379,1.699,3.059,2.279,2.549,2.359,2.819,2.969,2.459,1.979,2.359,1.439,2017
Competitor-150,1.319,2.799,2.289,2.569,2.329,2.299,3.279,3.489,1.859,1.929,2.399,2.239,2017
Competitor-151,2.159,2.309,3.309,2.859,2.499,2.509,3.089,2.299,1.989,1.809,1.819,2.079,2017
Competitor-152,2.729,1.579,2.849,3.389,3.309,3.479,2.349,2.419,2.249,1.599,1.339,2.819,2017
Competitor-153,1.969,1.859,2.729,3.169,3.479,2.829,2.859,2.979,2.189,1.699,2.099,2.769,2017
Competitor-154,1.639,1.649,2.959,2.689,2.659,3.109,2.769,2.599,2.739,1.499,1.559,2.409,2017
Competitor-155,2.119,2.619,3.439,3.349,3.019,3.429,2.419,2.589,1.679,1.519,1.379,2.769,2017
Competitor-156,2.539,1.739,3.059,3.419,2.729,3.029,3.179,3.369,1.369,1.429,2.409,2.419,2017
Competitor-157,1.499,1.929,2.919,2.339,3.059,2.549,2.979,2.789,2.179,2.099,1.599,1.319,2017
Competitor-158,1.489,2.349,3.309,2.479,2.429,3.389,2.829,3.499,2.029,1.459,2.019,1.839,2017
Competitor-159,2.419,2.219,3.399,2.909,3.359,2.899,3.359,3.229,2.689,1.559,1.779,2.099,2017
Competitor-160,2.219,2.609,3.369,2.619,3.489,2.789,2.499,3.219,1.459,2.789,2.709,2.159,2017
Competitor-161,2.529,1.829,3.089,2.879,3.089,2.649,2.699,2.869,2.599,2.469,1.919,2.399,2017
Competitor-162,2.249,2.149,3.379,3.189,2.729,2.649,3.069,2.399,1.879,2.289,2.589,1.699,2017
Competitor-163,2.509,2.589,3.039,2.429,3.269,2.359,3.379,2.819,2.259,1.449,2.089,2.269,2017
Competitor-164,2.309,2.719,3.219,3.519,3.029,2.919,2.299,2.969,2.099,1.709,1.369,1.339,2017
Competitor-165,2.219,1.699,3.349,3.439,3.289,3.519,3.099,2.699,1.999,2.149,2.519,2.339,2017
Competitor-166,2.759,2.039,2.289,2.249,2.629,2.279,3.239,2.769,2.439,1.829,2.619,2.479,2017
Competitor-167,1.509,2.529,2.359,3.149,2.379,2.569,2.469,2.309,1.389,2.079,1.349,2.739,2017
Competitor-168,1.579,2.579,2.549,3.189,2.619,2.519,2.759,3.389,2.249,1.449,1.629,2.779,2017
Competitor-169,2.389,1.589,2.979,2.929,2.779,2.269,3.179,3.359,1.709,2.489,2.779,2.519,2017
Competitor-170,1.609,2.629,2.329,2.239,3.149,3.219,2.429,2.439,2.379,2.219,1.459,2.619,2017
Competitor-171,2.619,2.399,3.319,2.839,2.999,2.359,2.729,3.169,2.529,2.349,1.679,2.339,2017
Competitor-172,2.459,2.659,2.299,3.489,2.279,3.009,2.699,2.399,2.579,1.859,1.679,2.199,2017
Competitor-173,2.749,1.919,3.049,2.239,2.959,2.459,2.719,2.889,2.569,2.209,1.489,2.609,2017
Competitor-174,2.729,1.849,3.259,2.569,2.479,3.509,3.209,2.549,1.459,2.349,2.669,1.379,2017
Competitor-175,2.219,2.629,2.239,3.179,2.579,2.789,2.959,3.089,1.729,1.959,2.319,1.309,2017
Competitor-176,2.479,2.489,3.319,2.679,3.249,3.349,3.499,2.919,1.479,2.689,1.559,1.459,2017
Competitor-177,2.279,2.659,2.579,3.469,2.939,2.239,3.079,2.409,2.369,1.609,2.019,2.349,2017
Competitor-178,1.759,2.329,2.699,2.399,2.839,3.419,2.919,2.549,2.059,2.629,1.489,1.399,2017
Competitor-179,2.209,1.599,2.579,2.769,2.979,2.589,2.939,2.599,1.979,2.809,2.059,2.569,2017
Competitor-180,2.699,2.309,3.049,2.889,2.529,2.659,2.809,2.879,2.119,2.219,2.229,1.379,2017
Competitor-181,1.519,1.909,3.429,2.669,3.039,3.279,2.309,2.289,1.929,2.659,2.249,1.789,2017
Competitor-182,2.099,2.069,2.279,2.229,2.939,2.589,2.339,2.669,2.779,2.519,2.109,2.399,2017
Competitor-183,2.239,1.759,2.439,2.839,2.819,3.199,2.259,2.339,1.939,1.319,1.759,2.509,2017
Competitor-184,1.749,1.759,3.089,2.779,2.599,3.079,3.189,2.999,2.219,1.959,2.779,2.419,2017
Competitor-185,2.419,2.449,3.449,2.679,2.689,2.959,3.439,3.409,1.349,2.319,1.669,1.339,2017
Competitor-186,1.539,1.379,2.739,2.719,3.529,2.249,2.729,2.669,1.709,2.769,1.859,2.149,2017
Competitor-187,2.519,1.559,2.579,3.249,2.269,2.749,2.549,2.379,2.479,1.729,1.399,2.809,2017
Competitor-188,1.779,2.799,3.349,3.389,2.989,3.319,3.079,2.589,2.809,2.449,2.769,2.789,2017
Competitor-189,2.519,2.029,2.609,2.989,2.819,2.969,3.329,2.359,2.029,1.629,2.619,2.609,2017
Competitor-190,2.409,1.899,2.789,2.279,3.389,3.109,3.429,2.259,2.679,2.029,2.799,2.429,2017
Competitor-191,2.289,2.349,3.309,2.879,2.839,2.339,2.389,2.809,1.889,1.609,1.339,1.519,2017
Competitor-192,1.779,1.899,3.359,2.959,2.529,2.879,2.439,2.879,1.949,1.829,2.459,1.919,2017
Competitor-193,1.359,2.509,2.919,3.019,2.269,2.719,3.189,2.939,2.629,2.479,1.749,1.649,2017
Competitor-194,1.389,1.439,2.839,2.629,3.439,3.479,3.449,3.199,1.819,1.929,2.099,1.369,2017
Competitor-195,2.079,1.369,2.989,2.779,2.759,2.309,3.389,3.459,1.549,1.959,1.779,1.399,2017
Competitor-196,1.949,1.709,3.409,2.669,2.989,3.229,2.559,3.369,2.699,2.549,1.719,2.699,2017
Competitor-197,1.959,1.799,2.899,2.599,2.749,2.929,3.299,3.459,1.379,1.849,2.609,2.099,2017
Competitor-198,2.429,1.749,3.109,3.029,2.809,2.549,2.969,2.489,1.759,2.089,2.639,2.339,2017
Competitor-199,2.819,2.239,3.269,2.859,3.459,2.369,3.029,3.219,1.569,2.289,2.159,2.139,2017
Competitor-200,2.709,1.619,2.269,2.899,3.019,2.489,2.899,3.349,1.369,1.739,2.379,2.149,2017
Competitor-201,2.769,1.859,2.529,2.759,3.169,2.369,2.319,2.239,2.139,2.429,1.329,2.159,2017
Competitor-202,1.459,2.759,2.799,3.059,2.359,3.449,2.579,2.279,1.519,1.729,2.289,2.009,2017
Competitor-203,1.759,1.389,2.369,2.569,3.279,3.519,2.789,2.229,2.779,1.519,2.289,1.439,2017
Competitor-204,2.409,2.109,3.019,2.979,2.259,2.329,3.459,3.219,1.749,2.439,2.019,1.599,2017
Competitor-205,1.909,1.849,2.509,3.299,3.179,2.819,2.339,2.599,2.649,1.759,2.189,1.399,2017
Competitor-206,1.309,1.569,2.899,2.789,3.089,3.229,2.319,3.489,2.509,1.329,1.719,2.379,2017
Competitor-207,2.479,1.879,2.899,2.919,3.349,2.479,3.209,2.539,2.229,1.969,2.009,2.259,2017
Competitor-208,1.859,1.739,2.999,3.349,2.929,2.729,2.969,2.499,1.629,2.559,1.539,2.199,2017
Competitor-209,1.699,2.579,2.919,2.989,2.909,2.259,2.919,2.559,2.469,1.519,1.539,2.479,2017
Competitor-210,1.549,1.729,2.439,3.429,2.859,3.089,2.359,2.259,2.479,1.989,1.729,2.399,2017
Competitor-211,2.299,2.769,2.679,3.279,3.149,2.569,2.379,2.659,2.019,2.479,1.789,2.779,2017
Competitor-212,1.739,1.609,2.399,2.279,3.349,2.509,2.399,2.239,1.779,1.679,2.079,2.379,2017
Competitor-213,2.219,2.389,2.349,2.649,2.459,2.589,3.479,2.379,2.439,2.799,1.409,1.929,2017
Competitor-214,1.309,2.239,2.429,2.679,3.219,2.509,3.529,2.609,2.509,1.829,2.459,2.079,2017
Competitor-215,2.689,2.369,2.419,2.909,2.459,2.989,2.929,2.949,1.409,1.809,2.519,2.249,2017
Competitor-216,1.739,2.819,2.449,2.379,3.359,2.939,2.299,2.879,2.219,2.239,2.039,1.999,2017
Competitor-217,1.949,1.769,2.769,3.409,2.479,3.109,3.439,3.189,2.729,1.879,2.399,2.339,2017
Competitor-218,1.639,1.529,2.599,2.469,2.259,3.479,2.849,2.789,2.359,2.319,1.469,1.329,2017
Competitor-219,1.369,2.529,2.439,2.299,3.339,2.659,2.299,2.439,1.359,2.509,2.079,1.659,2017
Competitor-220,2.799,1.689,2.299,3.339,2.529,3.269,3.119,3.399,2.709,1.889,2.469,1.369,2017
Competitor-221,1.659,2.569,3.069,3.069,3.209,3.019,2.759,3.129,2.739,1.729,1.889,2.179,2017
Competitor-222,1.489,1.839,3.059,2.379,3.009,3.169,3.509,2.459,1.439,2.169,1.429,2.189,2017
Competitor-223,1.679,1.729,2.749,2.669,2.529,3.459,2.259,3.239,1.879,2.319,1.859,2.009,2017
Competitor-224,2.689,1.889,2.979,3.279,2.869,3.379,2.569,3.439,2.239,2.739,1.739,1.709,2017
Competitor-225,1.689,2.699,2.509,2.809,2.989,2.449,3.199,2.599,2.329,1.979,1.379,1.879,2017
Competitor-226,1.609,2.499,3.059,2.449,2.939,3.519,2.649,2.859,1.589,2.509,2.659,1.339,2017
Competitor-227,1.379,1.839,2.269,3.329,2.849,2.759,2.339,2.919,2.549,2.219,2.739,2.709,2017
Competitor-228,2.639,2.409,2.739,3.199,2.769,2.669,2.849,3.149,2.249,2.249,1.359,1.969,2017
Competitor-229,1.949,2.649,3.079,2.409,2.839,3.499,3.429,2.399,2.309,1.849,1.509,2.399,2017
Competitor-230,2.099,1.829,2.779,3.249,3.349,3.429,2.679,2.579,1.429,2.719,1.959,2.149,2017
Competitor-231,1.639,2.009,2.289,2.939,2.749,2.469,2.859,2.519,2.169,1.839,1.569,1.959,2017
Competitor-232,2.339,1.349,2.449,2.359,2.729,2.679,3.089,3.069,2.099,2.319,2.719,1.679,2017
Competitor-233,2.109,1.539,3.139,3.229,3.299,2.969,3.049,2.929,1.309,1.479,2.219,2.009,2017
Competitor-234,1.409,1.329,3.049,2.549,2.909,2.899,2.399,2.749,1.489,2.249,2.309,2.689,2017
Competitor-235,2.649,1.799,2.739,2.869,2.799,3.139,3.359,2.369,1.689,2.489,2.079,2.369,2017
Competitor-236,2.499,2.019,3.049,2.479,3.309,2.339,3.059,3.059,1.829,2.819,2.429,1.369,2017
Competitor-237,1.979,2.789,3.019,2.729,2.259,2.819,2.959,2.629,1.539,1.849,1.619,1.709,2017
Competitor-238,1.469,2.309,2.809,2.349,2.439,3.299,3.219,2.629,1.919,2.149,2.509,2.539,2017
Competitor-239,2.769,1.319,3.369,2.879,2.509,2.709,2.319,3.119,1.569,2.809,2.109,2.529,2017
Competitor-240,2.419,2.039,2.619,3.009,2.599,3.089,2.889,2.619,2.529,2.199,2.269,2.199,2017
